"","word","A2MVFSJBKHUPH9","A2XPQ8KYFKI6FD","A1LDS7FXQNGLEN","ANC446SIU64J6","A1WXZPUAXDE0DQ","A14N0AMVXOBZYH","A911XMMVXT7IU","AY1ZVSTHEQDH8","A12QOWM20FCN2Q","A2LFX0LP92GLCQ","A3T8CCUYDNT61C","ARNTOT4L28BBP","A1RCM1Y87J0FGW","A2TJHKHM8T2SV3","A1RWNYJA5X25YH","A2I2OHYPL49ZAI","A38UOBWJF4WFGG","AJDL05304W8E","AOTSROWZG1XS1","AWZ83IBW10B96","A23PSX2ZO4F65Q","A3NMC1E54BML7K","A5E076UK5CA9J","A117RW2F1MNBQ8","A21L2ZM379FG7","AER86HM7LU5G","AOVB3KCIIJLRJ","A2MSCP411YP41Q","A1GAARR4GOOZCO","A2U750ON775R3L","AZTDJC8RWO5C5","A1IWL4WQTKN1PR","A2L6GS9A2MMQK4","A1RE0RBV10VAVC","A3NOO9K3CY1YU5","ANDPWG91K8OEX","AKEZ83FQITFD8","AM7UBKT777C3R","A2AB80GWC0LU0P","A2EAIMII6MSIO5","A2RPQGUWVZPX7U","A14SNQOYGXPZ7K","A1JY8OZHGDL9GR","A1JBTEJN14MFFA","A3M0KT6KUJEZD1","A2NJGU26SOMOKV","A3UDP95JGEX3H1","AA8O3Z9L0FSW1","ACUXGYJAQUZAE","A14WWG6NKBDWGP","A2XKIJJPWTOQ5Z","A11GA4B4SEYK44","A3S3YW6II31OZV","ACYV5TUADOWEA","A2OIFE4TAQ7AEI","A2PE5UDQ5WG2R0","AEUGCBFJPU0MX","A2TG01V56PAL65","A1SYR0UUMZM2VH","A3QJPB0NZU5PY1","A7LIT8S8LGRAH","ANL7UI5ES4L18","AEX85SLEN727","A1FNEVG87BS5K0","A2GNS1SQLQNMR2","A1VXGA62J77RO","A2BJ35SLVKCUL7","A1H314LD953G5Q","AOZ06WXWI630","ACTW5YEWV9OR0","A8L4UTQ8RXDFS","A36TOO4WWGEEPW","A1W079WCHEQKX6","ALE5RDP8XZL3","AK9FN3FCOY9Q2","A3EQVDHHKZRC0K","ARGHS9P7FVR3W","A15QI1G4FCMV5E","A37I1ETWW49IZO","A3OQ1JKWS02NMF","A11KMPAZSE5Q0Q","A11AUVZ4MCA7VU","A39GZHNGT87G5N","A5FJBKJ8K5I6S","A26LA7PUZG0N8S","A1U1QL617G5DU3","A2DGJ8T7C3HMCQ","A3SWH7DHWHP0BO","A2HS4FQ4DR4GIK","A21TTUZSQ5ZE6C","A35QV79054LGTU","A127R5QI5OGBIK","A2VCTDV17CKH2X","A3TK9CLBA65ZZE","AK7YVYGMIF6T0","A25OW5OQG4B8FR","A2JRWVPVWD1KAS","A3EZCOCQU4QNCO"
"304","like",-38.7804442915599,-101.007005897906,14.4679977732145,NA,-87.2285999430892,2.10192485472344,NA,10.0911727078108,-68.7990110701928,-26.961227884136,-133.556603879637,-11.2740829323522,-70.1977500069646,7.31366968827721,-44.046976485899,-133.748525591028,-46.829627280891,-22.4115019312725,-39.9509250360818,-26.3315984265397,-65.1420016324899,15.742901489044,-197.448876479253,-0.840116299177523,-10.7885493853125,29.2104327133762,-63.0992927582978,-44.6215954168488,-56.4500015571062,-60.7598923934865,-81.7913711452623,-33.5064875124866,5.14374110140815,32.3430894645447,-149.493848397644,-20.9669200320453,36.3186640926211,-201.797293599954,-76.3573462086034,-55.0154709361294,-72.3580332298549,NA,-34.320480788803,-36.4395720919687,-85.6007113746173,-77.8294611080876,-72.8452571239724,-110.466897056554,-7.03666210060906,-138.945091252988,-10.7971687553124,-7.70834074599151,-34.3023642816985,-21.1774813976994,-90.379039898719,-77.2454132309858,-62.9621827427552,-21.8139238247066,-41.0709689201516,-7.28640140989898,-44.478382831338,-22.8274506078852,-64.1973762653413,-12.5894173443791,-36.0507168327791,-72.1421724857757,-80.6746721287155,-4.62732855153671,-50.4805358535911,-39.5969563705556,-102.444874646778,-75.8226660750811,253.668674319796,-54.8269809696369,-141.714006775055,-20.5556760763675,-174.199634320752,-10.4929334956993,NA,-34.7239896144636,-37.2788598343334,-108.100420717196,-34.195747510461,-1.34488917418024,-55.4423995554503,-30.6987489103249,-115.094920180037,-33.2722663610583,-25.0705475051227,342.589659139993,4.93446974055914,-76.248670893146,-45.0357795893754,-21.3165669348095,-36.109586440329,12.5343856297315,-82.9743625199929,-24.5209764853244
"305","him.",-54.7804442915599,-101.007005897906,35.4679977732145,NA,-70.2285999430892,-43.8980751452766,NA,363.091172707811,-43.7990110701928,-36.961227884136,-179.556603879637,67.7259170676479,-17.1977500069646,-17.6863303117228,-12.046976485899,-147.748525591028,-57.829627280891,-21.4115019312725,-69.9509250360818,569.66840157346,-15.1420016324899,-24.257098510956,-156.448876479253,-10.8401162991775,-30.7885493853125,-95.7895672866239,-11.0992927582979,-51.6215954168488,192.549998442894,-77.7598923934865,-81.7913711452623,-105.506487512487,102.143741101408,1212.34308946454,-125.493848397644,-60.9669200320453,4.31866409262107,82.2027064000463,17.6426537913966,-77.0154709361294,-73.3580332298549,NA,-43.320480788803,34.5604279080313,-93.6007113746173,-85.8294611080876,-61.8452571239724,-190.466897056554,36.9633378993909,-138.945091252988,56.2028312446876,-55.7083407459915,-54.3023642816985,-13.1774813976994,39.6209601012811,0.754586769014216,-76.9621827427552,9.1860761752934,-69.0709689201516,-16.286401409899,-58.478382831338,-20.8274506078852,-88.1973762653413,-22.5894173443791,-12.0507168327791,-24.1421724857757,-110.674672128715,-85.6273285515367,-19.4805358535911,28.4030436294444,29.5551253532218,-78.8226660750811,-106.331325680204,103.173019030363,-81.7140067750546,61.4443239236325,-154.199634320752,-10.4929334956993,NA,-44.7239896144636,2.72114016566659,-93.1004207171959,-31.195747510461,-41.3448891741802,-50.4423995554503,-24.6987489103249,-77.0949201800368,163.727733638942,6.92945249487731,-147.410340860007,-17.0655302594409,-86.248670893146,-29.0357795893754,7.68343306519048,3.89041355967104,246.534385629732,99.0256374800071,-8.52097648532437
"306","The",24.8385934025802,220.652777981026,-9.91032959091776,NA,-96.8879647391916,-12.725007619523,NA,424.503322939522,0.273518945759507,-22.3275831722602,93.9150407833094,133.736452495518,-35.1408767306992,-42.0463234556961,38.9847788821297,-113.364744586289,-78.321982650879,-20.822444732733,-50.4383201526054,-1.78615274075272,-8.32420425372817,23.4841368750214,21.9752766293268,-16.6758741460287,73.9960254361056,-156.900275902565,64.0804021418847,174.882873487543,38.5645061560373,6.95003109868696,-54.7748210209442,-23.2812452162497,57.4059995113673,281.234950962224,-60.4586066446366,-69.1763195594053,-10.7116161090394,308.437912926625,10.5663684594497,-43.2764883915877,-57.1032379870116,NA,-47.9210885367937,2.86660224267387,327.279361376462,-60.7206288216691,-13.0007523575794,34.2115949685559,-2.36627855178002,-120.042760747049,39.2388351576518,-40.9044311836394,-38.0173656171262,-12.3014178955271,-26.9149950835114,-41.445690383955,138.764923690416,-4.2117735859989,10.540994600286,15.5297759083234,-13.1433860992378,-57.2654521258691,101.496190490363,-22.057091948681,-47.156574648571,21.8562330456992,40.3858445096395,9.8739158556414,-43.4638296757323,-20.7574508923177,10.4275855696576,-46.7008384069164,127.878364321935,-52.8462933838258,-24.5054577850838,17.7654726028758,386.42498808195,2279.17309487789,NA,-17.9087188030522,-21.3930915404676,29.7667957043818,-39.289568263648,-0.154751025753927,-41.0522495659628,-44.7797415709547,-48.56831574752,-105.795791265061,-32.6867204371352,-176.019093783047,-133.635532245431,-70.8566412590623,-17.0473239132721,-10.9075134703514,-25.264283675189,NA,40.2403532405611,-16.0695233618753
"307","matron",35.9814803201598,-55.3265736557708,-39.7753474985209,NA,-125.909870350884,-34.2442101967838,NA,-36.7331277556127,-34.9440711020973,-46.2285173078876,25.5001067944703,-19.2951537880932,5.68850344050461,-7.96634402377618,-0.11048722195641,87.4839123994937,102.155083459085,-26.5896163283516,-63.9761348030347,-42.4224897981137,-28.7775963900133,20.2604307170891,-221.297182696413,918.831399394525,-0.357699028148776,369.431849945258,51.541317441337,-29.6305332256333,-83.4790169833932,-61.1797393778333,-72.8244713938985,-37.9569721049605,511.61922428149,784.559366469186,80.4356680963402,-44.5481209773253,-14.620775504058,NA,-54.2047755447097,-62.4934360252129,-62.8676237155415,NA,-67.1192652928217,-62.0519207612538,-114.360856876775,-40.0471256809247,-44.5342666567583,432.176118893225,-19.3774291982671,-116.749752264865,-99.8691765812408,59.6838401293042,-36.872361610843,-22.9296084020439,-39.3071295291341,319.155141074953,39.583604390902,-27.018224302122,-20.2948959610268,-32.9187560463438,-23.1483762955385,-140.951447571917,-38.5845097767493,-13.6540681357754,-45.8390012011954,-91.1389835487256,-92.7957054054255,-86.6298173658929,-66.5139482093086,-73.2759673270313,95.8102049203502,-60.0663214114104,-74.7507056844825,-50.7883561412592,113.868895245004,-24.1979734348542,-75.4488791261558,610.175009757127,NA,-24.3545312372864,34.949603577935,271.165146439649,-19.0081060040871,-11.7251654710329,-80.2226995344251,-50.5367635890652,290.85187095493,-67.225216553052,14.1617983589022,117.807164986074,-179.92552628746,-77.0327301613132,-44.012690941582,-17.1346738637257,-7.80019197060883,NA,126.596205958899,-38.4238827322226
"308","understood",-33.4946704564008,-89.9657091714994,-3.26203804199177,NA,-107.272411166475,-78.9364802997981,NA,-98.3817286824596,25.7658088340936,-54.7630961553907,-154.386471857315,-65.3372954995753,-28.538989664557,-2.52637144788297,-9.23750869407128,-193.051211619463,-79.8754950609629,-14.9458451225096,-98.0265543369404,-166.604272541262,-26.0487859050601,-60.7045108268205,18.0062048692677,148.17443078193,-9.49599831382131,173.874684409023,-72.1774621593934,-34.6484088432025,-134.537047835967,100.980566653473,-131.890671891171,-46.8579412899083,1186.57019064165,-1.00807952153017,-91.7052989156908,-1.71052286788539,-8.49965469741615,-197.208532759426,-81.8996342169222,136.55063379662,-93.8868046869147,NA,94.283165699141,-26.276618099824,-207.88114788109,-67.4824548265989,-28.9122857223302,109.462150792785,-8.05896339358326,-150.359074288618,-13.0131922330975,-32.5317981201043,-42.0123562691321,-26.433862410733,-34.1633087899645,-12.0437503131704,55.6751786582163,8.57317474304721,-70.7427500427772,-19.1834653192334,-82.4883632239394,-124.199441499982,-17.3587767995654,-15.7833697185679,-65.4155699380279,-109.132605674625,192.962228041155,-86.6347949946054,-97.5807729207437,-80.6339892399828,-84.6796359453932,-85.553632084069,-138.589465693039,-78.7111064845036,-124.965300714879,-43.4825681518275,-117.947368736964,27.5108962627791,NA,-9.61561448293203,-4.5934695975283,-129.303719246662,-36.6328229913392,-16.4857180647381,-65.7832994923749,35.7872070534541,71.7454532248626,-55.1311169370395,-35.3735099130479,-175.757823321766,-3.64551834349844,-108.600848697648,-62.9665136459952,-7.77088772155819,-11.1814030311686,NA,-55.262657083317,-26.229695226019
"309","my",151.45763109672,-67.6874381400422,-45.28865695505,NA,71.4526704647059,-27.5519400937694,NA,8.91547317123422,90.3460489617118,-37.6939384603844,-65.6133145537443,12.7469879233889,-11.0840034544338,-12.4063165996694,-6.98346574984155,-7.98096358154993,255.185661979133,-4.23338753419353,-29.9257152691289,-51.2407070549657,48.4935931250335,21.2253722609988,48.3994297379067,81.4883680071201,48.7806002575238,16.989015481494,8.26009704206731,-33.6126576080642,-0.420986130819257,26.6599545908604,-215.758270896626,-21.0560029200128,124.668257921326,-19.873187540097,-11.4233648916289,2.61428091323477,-6.74189631069986,239.673119453204,1.4900831275028,84.4624941529541,-38.8484427441683,NA,-49.5216962847844,-22.8272234226836,-75.8405658724597,-36.6117965352506,-70.1562475911864,98.890086993666,-7.69589500295098,-125.140430241111,-42.725160929384,-26.1005216212872,8.26763304744606,-19.4253543933548,26.5490497316962,120.354032463076,37.4920301235876,30.3903766527088,-34.8470418792764,-17.6540467734542,-14.8083893671375,-14.703453643853,13.1897572460668,-11.5247665529828,21.7375675356371,-20.1453614228259,-78.5536388520055,-27.6248397371805,10.5528765021265,162.08205458592,45.3000457860935,-44.5790107387518,-58.9119456759262,-40.8656057980147,-77.296908795113,-83.9133787178809,-12.9503895153481,24.8391232514746,NA,216.906552008359,26.4926767533982,-3.36598787404047,-31.3833890168349,-30.9646128773276,-22.6620995764754,-3.86073423158458,31.9582886849967,55.6806838309354,-71.3028933691476,-84.6278467060872,-7.20553423142166,-25.4646116249787,-23.0588682371688,1.5015399941067,205.581019089951,NA,-59.5449309988849,-24.6180702384262
"310","idea",55.2195557084401,-69.0070058979065,-30.5320022267855,NA,-6.22859994308921,-14.8980751452766,NA,74.0911727078108,1111.20098892981,-36.961227884136,-168.556603879637,82.7259170676479,24.8022499930354,-1.68633031172279,-44.046976485899,-138.748525591028,-93.829627280891,-22.4115019312725,-39.9509250360818,-53.3315984265397,-15.1420016324899,-34.257098510956,57.551123520747,21.1598837008225,29.2114506146875,-95.7895672866239,87.9007072417022,-59.6215954168488,-65.4500015571062,43.2401076065135,215.208628854738,-49.5064875124866,2150.14374110141,-27.6569105354553,-53.4938483976443,-20.9669200320453,-11.6813359073789,-123.797293599954,-67.3573462086034,34.9845290638706,-75.3580332298549,NA,-44.320480788803,-19.4395720919687,-15.6007113746173,-37.8294611080876,-60.8452571239724,-78.4668970565543,3.96333789939094,-115.945091252988,-24.7971687553124,-7.70834074599151,155.697635718302,2.82251860230063,-97.379039898719,-31.2454132309858,-61.9621827427552,9.1860761752934,-62.0709689201516,24.713598590101,-17.478382831338,34.1725493921148,-72.1973762653413,-12.5894173443791,27.9492831672209,-40.1421724857757,239.325327871285,-36.6273285515367,72.5194641464089,103.403043629444,38.5551253532218,-72.8226660750811,-12.3313256802044,-65.826980969637,78.2859932249454,32.4443239236325,-144.199634320752,5.50706650430073,NA,-55.7239896144636,-37.2788598343334,-77.1004207171959,-42.195747510461,13.6551108258198,-60.4423995554503,-22.6987489103249,47.9050798199632,75.7277336389417,-18.0705475051227,132.589659139993,-48.0655302594409,-16.248670893146,-45.0357795893754,-7.31656693480952,3.89041355967104,NA,-0.974362519992908,-44.5209764853244
"311","was",71.8385934025802,-14.3472220189743,-22.9103295909178,NA,14.1120352608084,11.274992380477,NA,217.503322939522,149.27351894576,-32.3275831722602,-143.084959216691,71.7364524955184,384.859123269301,-0.0463234556960908,-26.0152211178703,-140.364744586289,33.678017349121,11.177555267267,-50.4383201526054,-41.7861527407527,-48.3242042537282,-6.51586312497858,-168.024723370673,153.324125853971,83.9960254361056,124.099724097435,34.0804021418847,-49.1171265124565,-24.4354938439627,6.95003109868696,132.225178979056,-23.2812452162497,137.405999511367,31.2349509622239,-44.4586066446366,80.8236804405947,21.2883838909606,-285.562087073375,-40.4336315405503,95.7235116084123,-57.1032379870116,NA,-40.9210885367937,73.8666022426739,-11.7206386235385,-11.7206288216691,-96.0007523575794,338.211594968556,-13.36627855178,-129.04276074705,-15.7611648423482,23.0955688163606,101.982634382874,-11.3014178955271,-114.914995083511,-25.445690383955,-77.2350763095838,-19.2117735859989,-58.459005399714,-18.4702240916766,-68.1433860992378,-28.2654521258691,-11.5038095096372,-2.05709194868097,192.843425351429,133.856233045699,-89.6141554903605,-32.1260841443586,-11.4638296757323,-32.7574508923177,-4.57241443034236,183.299161593084,-28.1216356780653,-50.8462933838258,-4.50545778508385,-4.2345273971242,96.42498808195,7.17309487788767,NA,-50.9087188030522,18.6069084595324,-31.2332042956182,-24.289568263648,-39.1547510257539,287.947750434037,360.220258429045,110.43168425248,179.204208734939,-24.6867204371352,-40.019093783047,335.364467754569,69.1433587409377,-26.0473239132721,-17.9075134703514,-5.26428367518902,NA,-53.7596467594389,-29.0695233618753
"312","something",125.124367237739,-112.305925292567,-21.6403654061241,NA,-68.931775962577,-74.7634127740445,NA,-66.9695784507479,-7.16166114995416,-60.1294514435149,-128.914827194369,15.6732399282952,NA,-14.8863645918563,8.79424667395744,346.332569385276,-147.367850430951,-14.3567879239701,-92.513949453464,24.9411731445253,-49.2309885262984,107.036724559157,-5.56964202215243,-13.6613270649215,-4.71142349240318,-58.2360242069185,-85.9977672592108,-62.1439399388102,5.47745987717641,-15.3095098543535,-57.8741217668528,-20.6326989936713,133.832449051613,-62.116218023851,-82.670057162683,-9.91992239524537,43.4700651009234,-425.973326232847,19.0240804511309,-36.7103836588382,-91.6320094440714,NA,103.68255795115,-77.9704437651815,-289.001075130011,-132.37362254018,-44.0677809559372,-177.859357182105,31.6114201552458,-137.45674378268,108.022811679867,-1.72788855775217,54.2726423954402,-10.5577989085607,-94.6992639747569,-23.2440274661396,81.4022850913878,-34.8246750182451,-92.1307865223396,-27.367288001011,-68.1533664918391,-100.637443017966,-12.6652100438614,-15.2510443228698,11.4785722461803,-61.1342001431504,-35.9772553204904,-116.133550587427,-59.564066742885,86.2055162382551,-65.8071757289574,-57.4318044159043,-59.3797756908997,-165.730418898692,-107.756751724909,-35.1614194725842,-177.322746334262,-2.82307536363399,NA,114.199656328479,19.2922986963375,-22.4365028250846,-18.7266437445262,-88.2955799163118,-19.3931495028875,-87.2937856071757,-9.72794234262062,-98.6546418410426,-2.98968284506039,-92.3665762448058,-41.2155203294888,-33.2088190635641,-43.9780579698919,-34.3618342571001,-30.3361002660286,98.4093521473,-61.047941322763,19.2217578974301
"313","that",-7.78044429155991,-70.0070058979065,-34.5320022267855,NA,-59.2285999430892,-45.8980751452766,NA,-5.90882729218924,-103.799011070193,-26.961227884136,-42.556603879637,20.7259170676478,154.802249993035,-49.6863303117228,35.953023514101,5.25147440897187,76.170372719109,25.5884980687275,-22.9509250360818,-89.3315984265397,-15.1420016324899,-24.257098510956,-73.448876479253,66.1598837008225,-20.7885493853125,169.210432713376,-47.0992927582979,-46.6215954168488,-34.4500015571062,11.2401076065135,-81.7913711452623,-25.5064875124866,166.143741101408,-27.6569105354553,-61.4938483976444,-30.9669200320453,-12.6813359073789,188.202706400046,-48.3573462086035,-29.0154709361294,-54.3580332298549,NA,-68.320480788803,-12.4395720919687,-150.600711374617,-53.8294611080876,-12.8452571239724,81.5331029434457,1.96333789939094,-138.945091252988,83.2028312446876,-23.7083407459915,55.6976357183015,-13.1774813976994,-157.379039898719,16.7545867690142,33.0378172572448,9.1860761752934,338.929031079848,-95.286401409899,-34.478382831338,-33.8274506078852,-15.1973762653413,-22.5894173443791,-36.0507168327791,-57.1421724857757,-90.6746721287155,-74.6273285515367,-51.4805358535911,15.4030436294444,-45.4448746467782,-71.8226660750811,-59.3313256802044,-16.8269809696369,-111.714006775055,-47.5556760763675,-124.199634320752,5.50706650430073,NA,15.2760103855364,18.7211401656666,-46.1004207171959,-31.195747510461,-17.3448891741802,4.55760044454974,-49.6987489103249,-58.0949201800368,28.7277336389417,-33.0705475051227,-163.410340860007,54.9344697405591,-16.248670893146,-29.0357795893754,-16.3165669348095,-26.109586440329,43.5343856297315,27.0256374800071,-8.52097648532437
"314","I",-2.92333120913949,-12.02765426111,-33.6669843191823,NA,-67.2066943313965,-41.3788725680158,NA,72.327623402946,157.418578977664,-43.0602937485086,37.858330109202,-30.2424766487406,-21.0271301781684,6.2336902563573,10.0482896181872,10.4028174231892,20.6933066091449,-33.644330335654,-58.4131103856525,26.3047386308213,-4.68860949620476,178.966607646976,132.823582846487,122.652610160269,23.5651750789419,206.878306865553,-61.5602080577501,-36.1081887036719,26.5935215823242,10.3698780830338,-79.7417207723081,-42.8307606237758,95.9305163312855,-60.9813260424178,-51.3881231386211,-35.5951186141252,-52.7721765123603,-294.091674020217,-1.58620220444408,-5.79852330250416,-51.593647501325,NA,-53.1223040327751,-42.521049088041,-67.9604931213808,-18.502964248832,-42.3117428247935,163.568579018776,8.97448854587805,-122.238099735173,11.3108429835801,-27.2966120589351,-15.4473682879817,-10.5492908911826,-81.9869054530962,0.153755310106527,-1.78086344324099,0.992526891416497,-24.2350783588388,8.16213054476825,-22.4733926350373,-40.1414551618369,-16.1166759982292,-0.992441157284701,-21.3682902801547,-38.1469558913509,122.50687778635,-32.1235953300024,-26.4304173200147,19.921560064158,-19.8274939974707,-84.4571830705871,-27.7022556737871,-28.8849182122036,-40.0883598051423,-27.5922300386376,47.6742328873538,-53.4948483749384,NA,-5.27817718022941,-37.621554952736,-4.49877145246272,-14.4772097700219,-21.7744747289013,17.7280504130121,-28.9417268922144,-57.5151068824865,10.1571589269323,-7.91906630116007,-105.236599629127,126.224463782588,-30.0725819908951,-52.0704125610655,-2.08940654143518,-3.57367814490915,1.40940571919042,12.6697847616691,-11.1666171149771
"315","was",-6.16140659741977,486.652777981026,51.0896704090822,NA,-96.8879647391916,3.27499238047704,NA,41.5033229395225,78.2735189457595,-42.3275831722602,41.9150407833093,-85.2635475044816,-5.14087673069919,-15.0463234556961,37.9847788821297,46.635255413711,-28.321982650879,-36.822444732733,-50.4383201526054,154.213847259247,-18.3242042537282,243.484136875021,-131.024723370673,209.324125853971,-6.00397456389438,-47.9002759025649,49.0804021418847,-56.1171265124565,70.5645061560373,2.95003109868696,-117.774821020944,-23.2812452162497,41.4059995113673,-48.7650490377761,-60.4586066446366,-39.1763195594053,-9.71161610903939,-290.562087073375,-30.4336315405503,-77.2764883915877,-57.1032379870116,NA,-36.9210885367937,-13.1333977573261,-27.7206386235385,-83.7206288216691,-31.0007523575794,-13.7884050314441,5.63372144821998,-120.042760747049,-56.7611648423482,-8.90443118363938,-68.0173656171262,-4.3014178955271,-97.9149950835114,-10.445690383955,-59.2350763095838,-4.2117735859989,-23.459005399714,-39.4702240916766,-39.1433860992378,-62.2654521258691,-26.5038095096373,-32.057091948681,-7.15657464857099,-50.1437669543008,-39.6141554903605,-48.1260841443586,19.5361703242677,-8.75745089231774,-71.5724144303424,-96.7008384069164,3.87836432193472,-25.8462933838258,-124.505457785084,-41.2345273971242,-103.57501191805,-8.82690512211233,NA,-18.9087188030522,18.6069084595324,-63.2332042956182,-29.289568263648,32.8452489742461,-8.05224956596281,-50.7797415709547,-39.56831574752,-0.795791265061422,-16.6867204371352,-56.019093783047,139.364467754569,-20.8566412590623,-42.0473239132721,-26.9075134703514,-35.264283675189,-0.840607673782191,99.2403532405611,-24.0695233618753
"316","really",-43.0185196798402,-40.3265736557708,-5.77534749852091,NA,-172.909870350884,-5.24421019678375,NA,43.2668722443873,15.0559288979027,-56.2285173078876,-63.4998932055297,137.704846211907,-24.3114965594954,55.0336559762238,-0.11048722195641,32.4839123994937,95.155083459085,-57.5896163283516,-46.9761348030347,7.57751020188632,-18.7775963900133,110.260430717089,-135.297182696413,52.8313993945249,-70.3576990281488,-52.5681500547417,131.541317441337,-42.6305332256333,109.520983016607,-19.1797393778333,-150.824471393899,-13.9569721049605,47.6192242814899,-85.4406335308136,-86.5643319036598,-74.5481209773253,-31.620775504058,-217.267706653111,41.7952244552903,-28.4934360252129,-72.8676237155415,NA,-69.1192652928217,59.9480792387462,169.639143123225,-1.0471256809247,-55.5342666567583,-127.823881106775,2.62257080173287,-144.749752264865,-26.8691765812408,-37.3161598706958,33.127638389157,-14.9296084020439,-21.3071295291341,-8.84485892504732,30.583604390902,19.981775697878,-69.2948959610268,-47.9187560463438,101.851623704462,-112.951447571917,-35.5845097767493,-13.6540681357754,66.1609987988046,-36.1389835487256,-42.7957054054255,-52.6298173658929,-67.5139482093086,-73.2759673270313,-65.1897950796499,-109.06632141141,18.2492943155175,-8.78835614125916,-176.131104754996,-30.1979734348542,34.5511208738442,-29.8249902428732,NA,19.6454687627136,-5.05039642206504,52.1651464396486,45.9918939959129,3.27483452896714,-29.2226995344252,339.463236410935,-72.1481290450703,-47.225216553052,6.16179835890223,-122.192835013926,7.07447371253995,-57.0327301613132,-35.012690941582,3.86532613627426,-17.8001919706088,-6.71562776324111,103.596205958899,-9.42388273222258
"317","excited",-12.6375573739803,-63.9863575347029,-37.3970201343886,NA,-133.250505554782,-91.4172777225373,NA,11.8547220126756,-93.0166011180496,-60.8621620197633,-137.971537868476,-7.30568921596372,-48.3683698357608,-10.6063508798029,13.8577574100149,268.100131394755,-5.35256117092698,-26.1786735268911,-85.4887396865111,-144.967935483901,-5.59539376877499,NA,-5.72133580499267,-45.3328427586239,-15.1422738495669,-54.4574414388006,-159.638377458846,129.864997869974,-77.4935246965366,-8.88966287000668,-67.8410215182166,71.8177855988026,1308.35696587153,-4.33249502849272,-104.599573656668,-66.3387214499653,-2.59049530239754,-100.50291317969,1185.87150978724,-113.232418569755,-81.1224189583848,NA,-74.518657544831,-42.3580950958964,-194.240929627854,-25.1559579673432,-35.3787714231513,-192.502373131885,-23.0478127470962,-139.652082770803,-93.9051804942049,11.8799305669521,156.842639724585,-7.80567190421618,-59.7711743443417,2.35541822792191,NA,-14.6203745408297,-7.90685948146439,-33.7349333645662,3.51662697236131,-105.513446053934,-65.2780765324534,-24.1863935314735,45.2668566145965,-58.1373890802006,-53.8562220437804,-91.131061773071,6.46934561283259,89.8845271947308,-94.0622552960857,-67.188149079575,-59.9603956866216,-49.7690437270703,-143.339653744967,-56.5191221140975,43.9264984711422,0.508981383539899,NA,-14.1698020486978,19.0638352840691,-56.7020699819291,-74.9142852509001,-12.9153036194592,-5.6128495239126,-34.4557709284354,-93.6747334775871,-21.7016916490489,-26.2220287090853,-118.584082090886,-34.3555243014696,-22.4247597953969,-54.0011466176853,-27.5437273281838,-8.64549473574876,-23.3406344597274,255.381490198345,-37.8753358556717
"318","about",-9.39948198570005,-46.6667897768386,3.84632513734681,NA,-36.5692351469868,10.9288573289698,NA,970.679022476099,-46.871541086145,-51.5948725960118,-121.028248542583,-14.2846183602227,-6.25462328322999,-20.3263371677495,33.9212681460723,50.8676934042328,-73.337271910903,-57.0005591298121,-42.4635299195582,-129.877044112327,-31.9597990112516,268.001666103067,-116.873029587833,3.99564154767367,4.42687579326936,-82.6788586706828,-109.27898765848,-44.126064321241,-74.4645092702497,31.5301841143401,-76.8079212695804,-43.7317298087236,34.881482691449,-26.5487720331344,-95.5290901506521,-72.7575205046853,2.34894429428153,-314.032500126532,-56.2810608766566,-60.7544534806712,-62.6128284726982,NA,360.280126959188,28.2542535733888,-138.480784125696,2.06170660549384,-87.6897618903653,-159.145389081664,-5.70704564943809,-161.847421758926,-38.8331726682766,9.48774969165636,-70.5873629462707,-14.0535448998716,-135.843084713927,-19.0451360780166,312.310710824073,22.5839259365857,127.317067559411,-33.1025787281214,-32.8133795634382,-92.3894490899013,-93.8909430210453,-23.1217427400772,-16.9448590169872,-54.1405780172507,-91.7351887670705,-64.1285729587148,-78.4972420314499,56.5635381512065,89.682665136786,-80.9444937432457,-28.5410156823434,-122.807668555448,31.0774442349746,-61.8768247556108,-124.824256723454,-28.1589618692862,NA,-17.539260425875,-13.1646281281992,-59.9676371387737,-21.101926757274,-42.5350273226066,4.16745045506229,-38.6177562496951,-0.621524612553579,-1.74874145705515,-17.4543745731102,-102.801587936967,-39.4955282734505,-1.6407005272296,-48.0242352654787,34.2743796007324,-6.95488920546889,-5.0906210667548,-54.1890782805469,-20.9724296087735
