"","word","A2VAMUTJ9WGI4P","AHP7FGH4N2TX5","A1WNHQEMEHNCPT","A11C7PRG75IWO0","AWZ3AH7JH0DRO","ABMVPQ5CQFHGS","A1VXGA62J77RO","A7ZNPY1T3SX8I","ACPUTK2MNMYHB","A3BFHFBYDCCIGV","A2BNOEYZ3VRW2R","A29Y6BVD19FBAE","A37PQ1206C9RZP","A98XHW6B1VSSQ","A1JGQHSSW8L24P","A3EQVDHHKZRC0K","A2XJRU950S5J87","A1SVVVJWT7H51V","A3GLUDQZGEJL5G","AVG2BI8CS5YKX","A32WFJGJ0VUKOO","A36JU4ZU054BRK","A312SMYBQW6E0W","AJDL05304W8E","A2UODR1DE3DXTT","A1FJ2AUFVA4PIW","AEUGCBFJPU0MX","A13YITU82HLBRK","A2BJELRJ9N4NA5","AMYL22GHCON9A","A1M7SLIGEI3IH5","A3WJJI7FNF5T5","A2JKCS6UCAUARS","A36S7XIINCHR8R","AOTSROWZG1XS1","A3AA8NU3WAJ3ED","A38UOBWJF4WFGG","A3P9YDDTO87QGZ","A2MVFSJBKHUPH9","A7LIT8S8LGRAH","A33V10XAI3IWXS","A1DQ7T6BB0VJDP","A3VKJDJVRTFA1A","A2I6WWFA5KE0MS","ACUXGYJAQUZAE","A2PURNW8W7L0LT","A2U750ON775R3L","A3U3DA0O35IORB","A3CWWX1NWA00S3","A2LFVSF501ZT5W","A3GYYRNHP635XM","A7MOPEHSUGVQ","A11AUVZ4MCA7VU","A29FWCDRAWIM8K","A3CT5E0WZJL8PG","A3O1NDWT4BXNX4","A1J8TVICSRC70W","A2XYF4PPQETJYX","A2V1ZN7OXOH7J4","AZACM8ZW3MN8N","ACB0CSL0QMRGQ","AP0ABE3ZSEGPC","A3RILJPBGAOWN4","A3S3YW6II31OZV","A2JRWVPVWD1KAS","A2FZ90AHSTSHXA","A2TJHKHM8T2SV3","AWMGC78CSF6YL","A2AEA24UF8Z47U","A40F6EHXE5HXU","A3ULFB0PQ1471E","A5U9HUMS31DIR","A253Q11TZPQPIZ","A1WURYN1U64Y1T","A1INWCFGQI236V","ALE5RDP8XZL3","A279TEENVAAZNB","A289P9QG98HRAZ","A2EB58DNAYBZTM","A1I02VZ07MZB7F","A2BZN95HXC8BL9","A1X55V63BZ8MKL"
"196","fact",26.269861581069,-91.3627426535737,-4.4996959416873,-81.1407832593038,70.4511435603271,-107.151385744082,-48.4610236187872,-22.6922042408213,-22.9858437235485,-67.8351373826013,86.2056193551657,-19.7774538663461,-43.168190792334,-54.1222028971156,-7.53088813238974,-142.469061710349,-61.1746613761202,-17.8316499225822,-55.5767043125651,-34.6429798939195,-14.6755000063121,-54.3157726867081,NA,-11.682362965145,-66.4984218597282,-1.06826372268756,-52.9902260229327,-148.312243933953,-1.31351798276236,-20.6733606661825,-160.350616241886,NA,-19.8374282560258,46.0117518900274,-3.15457984935934,-54.328763326209,-38.2120716537905,-41.8546540501162,-2.73398905691109,-64.2160787277066,87.271600156402,-30.9309069279383,NA,-79.9158436261142,-81.127626741987,39.2939691783362,-77.0606341306728,-68.6814461812495,1.26319889088656,-32.2759805903759,266.795699451137,-31.1664632311919,15.3525331867611,-34.0604651087632,-71.6217046051495,-123.21142304009,6.98446634478133,113.24653943503,-65.0770848124834,NA,-19.9558759049931,-33.4635079114345,46.5463325978925,-50.2990997701038,-32.2095815511763,-65.7738297165224,20.3002268201817,-82.435778906367,-91.8338977747256,-40.8421617529463,-73.2010652046323,0.363078850010812,23.3158861568629,-7.23744325448058,-9.19120316808186,-76.986790302098,-11.640494401669,870.666542682145,-54.2552783109405,NA,NA,NA
"197","that",-18.730138418931,-91.3627426535737,11.5003040583127,-80.1407832593038,200.451143560327,117.848614255918,-128.461023618787,-71.6922042408213,-45.9858437235485,183.164862617399,250.205619355166,-35.7774538663461,-60.168190792334,-69.1222028971156,-69.5308881323897,-101.469061710349,-111.17466137612,-1.83164992258216,1.42329568743487,-80.6429798939195,-52.6755000063121,-105.315772686708,NA,-43.682362965145,-89.4984218597282,-33.0682637226876,-36.9902260229327,-95.3122439339527,-15.3135179827624,-60.6733606661825,-214.350616241886,NA,-58.8374282560258,-1.98824810997264,-19.1545798493593,-62.328763326209,-84.2120716537905,-61.8546540501162,-49.7339890569111,-89.2160787277066,-22.728399843598,-11.9309069279383,NA,110.084156373886,-123.127626741987,-0.706030821663829,-85.0606341306728,57.3185538187505,-16.7368011091134,30.7240194096241,47.7956994511366,-9.16646323119192,-78.6474668132389,-82.0604651087632,121.378295394851,-100.21142304009,-21.0155336552187,-141.75346056497,399.922915187517,NA,-25.9558759049931,-15.4635079114345,-33.4536674021075,-86.2990997701038,-49.2095815511763,14.2261702834776,-73.6997731798184,-74.435778906367,128.166102225274,-120.842161752946,102.798934795368,-93.6369211499892,-24.6841138431371,-8.23744325448058,22.8087968319181,-92.986790302098,-6.64049440166897,-25.333457317855,-135.255278310941,NA,NA,NA
"198","for",14.0599732366088,108.095317001092,401.461449007551,-76.0402466991276,225.691630856903,-18.7610462061904,-80.1577861216739,60.8879723853499,-24.1649893277133,35.1949363719545,29.8522660120073,-34.1941940234323,7.02930326030211,-36.1602745120112,-75.160871121491,-98.0325089455337,-44.7950811202772,-20.2228125304187,81.0255534881239,-54.3782584104714,-22.3772571058714,-57.1933577326663,NA,-24.0512322167917,-76.8459190029579,-7.73814222953503,-4.16189306116507,348.437042716959,9.83269245894198,-65.8825609702618,-174.900993886521,NA,-7.50860246573197,43.3427070289606,-99.9997030245274,-41.3973706177293,-58.3623886249918,-29.3024137843154,-31.3023860029852,-77.7085301464639,107.400948652066,4.56831585378086,NA,82.2841437704805,-79.0883331500378,102.212347400712,-93.6830609423656,-132.367192728731,-24.5165926114624,-12.6038212697126,58.6599797836251,-45.3433726916168,-22.2151927563687,-28.8553740075253,127.057078169331,205.383269164583,-17.318520954954,-121.800292164149,-1.12319674242228,NA,-25.2745475480079,-33.4142416513988,-71.6382838107481,-73.583132875347,-53.8253863039879,NA,96.084282108379,-47.7823977220909,-46.6164874576785,-74.2317339006444,27.0557984330634,-53.9400161516634,-5.82705422540012,-21.3680950779134,40.0938786249757,60.649949000154,161.025608692736,55.4348321846611,NA,NA,NA,NA
"199","families",-10.8905850410904,-129.194981272237,371.65572426136,-114.542929500009,109.489194374023,-68.7127438956508,-73.6739736072405,-47.0129107455059,-21.2692613068897,-51.9554324008241,-134.3809672722,-46.1104932380013,-44.9581670028786,42.030083562467,-100.010956175985,-79.215272769611,-41.6929823994922,-10.266999491236,-58.9857355153211,32.2981341722883,131.131528391925,16.1945674971247,NA,-42.2068859585581,140.891566713191,-70.3887496952977,-49.3035578700032,-18.3093905375997,-27.8983597495797,-39.8365594498654,-53.1491056633453,NA,15.8472685827989,-39.3120686657054,NA,-45.0543341601282,-109.610803768985,-57.0636151133191,14.5395987273855,-124.246273052677,-43.2457938262537,-51.9277980548152,NA,51.2842067875066,-88.2848011097838,-22.3795437111678,-130.570926883901,-93.9384599913257,-22.6176350997174,-36.9646178730288,36.3385781211827,-20.4588253894925,-57.3765630407195,-70.8808295137146,-186.336835703072,83.4098081412155,101.196415543723,-40.5661341682546,-89.8926370927278,NA,-7.68118933293408,-31.6605729515771,-64.7152017675452,-119.162967349131,-118.74636253993,-61.2812360753807,45.1640056673923,-67.049303643471,-162.703539042914,-117.283873162154,-82.2285197554149,-77.4245411432921,-20.1123523140848,30.2851640392507,25.6684696596879,-39.5337475111061,-13.3049067792886,-13.4066153279197,NA,NA,NA,NA
"200","and",22.0599732366088,58.0953170010921,1249.46144900755,-80.0402466991276,235.691630856903,-71.7610462061904,-48.1577861216739,54.8879723853499,-34.1649893277133,-12.8050636280455,-153.147733987993,-4.19419402343228,-38.9706967396979,33.8397254879888,-90.160871121491,-0.0325089455336814,-44.7950811202772,89.7771874695813,-36.9744465118761,-51.3782584104714,-23.3772571058714,62.8066422673337,NA,-40.0512322167917,105.154080997042,23.261857770465,20.8381069388349,-124.562957283041,-38.167307541058,-65.8825609702618,-193.900993886521,NA,0.491397534268026,51.3427070289606,-99.9997030245274,-24.3973706177293,-61.3623886249918,-28.3024137843154,-15.3023860029852,-25.7085301464639,137.400948652066,15.5683158537809,NA,122.284143770481,-80.0883331500378,82.2123474007122,-101.683060942366,196.63280727127,-3.51659261146245,21.3961787302874,112.659979783625,-26.3433726916168,24.7848072436313,-36.8553740075253,-97.942921830669,37.3832691645833,38.681479045046,139.199707835851,-71.1231967424223,NA,-1.27454754800789,-33.4142416513988,64.3617161892519,-101.583132875347,-77.8253863039879,NA,96.084282108379,-5.78239772209094,153.383512542321,-44.2317339006444,-108.944201566937,-54.9400161516634,-5.82705422540012,17.6319049220866,16.0938786249757,99.649949000154,-12.9743913072641,121.434832184661,NA,NA,-15.0760869565218,NA
"201","physicians",-43.4708083521701,-58.1111005815681,-8.26656563711639,-105.744002620361,169.008219780871,-9.49342297143491,-98.2804486014672,1206.82673600215,178.08902990144,-115.015579909936,-214.674260585884,-23.277012923829,-85.3531551081509,-49.8937732077417,-125.750990197782,-80.088378299242,-71.4521429111782,-35.4846742755629,-36.1902511166991,-71.2313087946078,-30.4649574089561,-108.050262410959,NA,-65.4691474552647,-101.41343900035,-89.0489926816028,-89.9602237935384,-175.807963839423,178.809219367012,-21.4181588417068,-164.048350374075,NA,-125.810382997789,-49.9739789435718,123.916159201649,-98.9171195770878,-176.310169826583,-63.1680956449206,-86.3236073804663,-4.26137021516295,-103.504490817581,-46.9262436182536,NA,176.884231994317,-103.363388293682,-8.21630015591986,-137.326073260516,17.4330331036363,-14.0580520950194,-56.3089365143553,62.6100174562057,-30.1050064686429,-78.2411111544597,-105.29101171619,-154.694401252033,-31.7795762681317,4.80239014319339,-95.4724709698968,-33.80041323285,NA,-11.0438460469046,-0.75910547164845,-44.3459689502641,248.405098861356,73.4852469656933,-63.0349392548098,80.5958950909976,-52.3560660120231,76.8616403229917,-80.5047288667574,-82.7422470308061,-92.8183511399436,-41.8264715495587,-36.4535323138837,-16.9016939264272,-35.8072261156101,-16.6371129680984,128.056805667048,NA,NA,NA,NA
"202","unfamiliar",-8.4708083521701,-88.1111005815681,-72.2665656371164,-117.744002620361,9.00821978087066,41.5065770285651,37.7195513985328,-117.173263997848,-0.910970098560231,306.984420090064,-212.674260585884,-31.277012923829,-115.353155108151,-9.89377320774168,151.249009802218,-71.088378299242,-78.4521429111782,-4.48467427556293,-73.1902511166991,-81.2313087946078,-8.46495740895613,-107.050262410959,NA,-65.4691474552647,-26.4134390003497,-42.0489926816028,-89.9602237935384,-208.807963839423,-39.1907806329884,-37.4181588417068,-198.048350374075,NA,-127.810382997789,54.0260210564282,NA,-68.9171195770878,-164.310169826583,7.83190435507937,-70.3236073804663,-116.261370215163,-53.5044908175815,-65.9262436182536,NA,186.884231994317,-105.363388293682,41.7836998440801,-129.326073260516,-122.566966896364,2.94194790498063,5.69106348564467,61.6100174562057,-36.1050064686428,-110.24111115446,-97.2910117161903,228.305598747967,-21.7795762681317,-19.1976098568066,-63.4724709698967,-25.80041323285,NA,-11.0438460469046,-48.7591054716484,3.65403104973591,65.4050988613558,-62.5147530343067,NA,17.5958950909976,-76.3560660120231,66.8616403229917,-70.5047288667574,448.257752969194,-45.8183511399436,-25.8264715495587,-30.4535323138837,-0.901693926427221,-95.8072261156101,-10.6371129680984,-13.943194332952,NA,NA,NA,NA
"203","with",16.269861581069,48.6372573464263,-98.4996959416873,-82.1407832593038,50.4511435603271,428.848614255918,23.5389763812128,16.3077957591787,-26.9858437235485,-66.8351373826013,-130.794380644834,-42.7774538663461,2.83180920766597,91.8777971028844,70.4691118676103,-64.4690617103492,-86.1746613761202,-8.83164992258216,-50.5767043125651,26.3570201060806,-17.6755000063121,-65.3157726867081,NA,52.317637034855,-2.49842185972816,-1.06826372268756,91.0097739770673,-128.312243933953,-3.31351798276235,19.3266393338175,-138.350616241886,NA,-58.8374282560258,14.0117518900274,-66.1545798493593,-3.32876332620905,-65.2120716537905,-40.8546540501162,-65.7339890569111,-90.2160787277066,-62.728399843598,-13.9309069279383,NA,40.0841563738858,-49.127626741987,119.293969178336,137.939365869327,166.31855381875,4.26319889088656,62.7240194096241,-15.2043005488634,-17.1664632311919,-15.6474668132389,-41.0604651087632,-38.6217046051495,-100.21142304009,6.98446634478133,122.24653943503,454.922915187517,NA,9.04412409500688,-31.4635079114345,30.5463325978925,211.700900229896,-78.2095815511763,-65.7738297165224,36.3002268201817,-2.43577890636695,-31.8338977747256,39.1578382470537,NA,-46.6369211499892,6.31588615686295,-19.2374432544806,6.80879683191814,-47.986790302098,-16.640494401669,310.666542682145,NA,NA,NA,NA
"204","Tourette's,",-29.26092000771,32.4308397637662,-80.2277105863546,-117.844539180537,63.7677324842946,105.116237490673,-146.58368609858,-153.753440624019,-54.7318244943955,95.9543463355087,-253.320907242725,-31.8602727667428,-26.550649160787,59.144298407154,-100.121007208681,-92.5249310640575,-46.8317231670212,4.90648833227361,139.207491082612,-21.4960302780558,-11.7632003093968,-94.1726773650007,NA,10.899721796382,-56.0659418571199,-98.3791141747553,-42.788556755306,-175.557250490335,4.66300892530729,-24.2089585376275,-109.49797272944,NA,126.860791211917,1136.6950659175,NA,-95.8485122855676,-132.159852855381,-57.7203359107214,4.24478956560789,-131.768918796406,26.3661606867546,-34.4254663999728,NA,124.684244597722,-121.402681885631,-11.1346783782959,-104.703646448823,50.1187796511172,-30.2782605926704,82.0189041649814,215.745737123717,-19.928097008218,-88.6733852113299,-63.4961028174282,39.6268159734869,-118.374268472805,10.1053774429287,-98.4256393707178,79.2456986970888,NA,1.2748255961102,-32.8083717316841,1.83864745837648,48.689131966599,-109.898948281495,NA,82.8118398028002,-89.0094471962991,-208.355769994055,-117.115156719059,348.000889331498,-53.5152561382693,-11.6835311672956,-36.3228804904509,-2.18677571948478,18.5560345821379,-35.3032160625034,18.2885161645318,285.745681381958,NA,NA,NA
"205","mild",10.269861581069,-21.3627426535737,-20.4996959416873,-70.1407832593038,140.451143560327,-53.1513857440824,-56.4610236187872,114.307795759179,44.0141562764515,-82.8351373826013,-161.794380644834,-19.7774538663461,-91.168190792334,41.8777971028844,-62.5308881323897,-50.4690617103492,-22.1746613761202,-13.8316499225822,35.4232956874349,-8.64297989391945,-20.6755000063121,-15.3157726867081,NA,19.317637034855,-22.4984218597282,-1.06826372268756,19.0097739770673,-152.312243933953,24.6864820172376,-60.6733606661825,-45.350616241886,NA,-19.8374282560258,62.0117518900274,-66.1545798493593,5.67123667379095,-33.2120716537904,-21.8546540501162,-18.7339890569111,-108.216078727707,-62.728399843598,23.0690930720617,NA,-9.91584362611424,-102.127626741987,59.2939691783362,-93.0606341306728,-130.68144618125,-6.73680110911344,1.72401940962412,55.7956994511366,-0.166463231191922,45.3525331867611,806.939534891237,-30.6217046051495,-28.2114230400903,-9.01553365521867,-28.7534605649703,-33.0770848124834,NA,-10.9558759049931,-48.4635079114345,-50.4536674021075,-5.29909977010375,96.7904184488237,-73.7738297165224,82.3002268201816,-99.435778906367,138.166102225274,-40.8421617529463,-9.20106520463227,31.3630788500108,6.31588615686295,-13.2374432544806,6.80879683191814,-58.986790302098,-11.640494401669,260.666542682145,NA,NA,NA,NA
"206","and",-23.9400267633912,-11.9046829989079,1.46144900755088,-20.0402466991276,175.691630856903,14.2389537938096,-40.1577861216739,204.88797238535,-26.1649893277133,-105.805063628046,-61.1477339879927,-27.1941940234323,101.029303260302,12.8397254879888,-51.160871121491,190.967491054466,-37.7950811202772,-15.2228125304187,-3.97444651187613,42.6217415895286,-38.3772571058714,-17.1933577326663,NA,-39.0512322167917,1.1540809970421,-7.73814222953503,-36.1618930611651,-120.562957283041,25.832692458942,-41.8825609702618,-69.9009938865212,NA,16.491397534268,-28.6572929710394,-2.9997030245274,-54.3973706177293,-33.3623886249918,-29.3024137843154,-31.3023860029852,-9.70853014646392,-62.599051347934,12.5683158537809,NA,-37.7158562295195,-99.0883331500378,122.212347400712,-37.6830609423657,-38.3671927287305,7.48340738853755,-13.6038212697126,222.659979783625,-28.3433726916168,-5.21519275636872,-5.85537400752534,-1.94292183066896,-49.6167308354167,-13.318520954954,-97.8002921641492,118.876803257578,NA,623.725452451992,-16.4142416513988,25.3617161892519,-36.583132875347,27.1746136960121,127.103021873192,65.084282108379,-104.782397722091,-26.6164874576785,-54.2317339006444,171.055798433063,-38.9400161516634,-5.82705422540012,-9.36809507791339,-15.9061213750243,7.64994900015402,-1.97439130726406,599.434832184661,NA,NA,NA,NA
"207","even",0.269861581068986,18.6372573464263,-52.4996959416873,-69.1407832593038,0.451143560327071,-35.1513857440824,-64.4610236187872,57.3077957591787,-25.9858437235485,355.164862617399,-101.794380644834,-36.7774538663461,-59.168190792334,-35.1222028971156,-69.5308881323897,98.5309382896508,-6.17466137612021,-15.8316499225822,-21.5767043125651,22.3570201060806,-21.6755000063121,224.684227313292,NA,-59.682362965145,-21.4984218597282,13.9317362773124,-20.9902260229327,-134.312243933953,48.6864820172376,-60.6733606661825,-20.350616241886,NA,29.1625717439742,-1.98824810997264,NA,-45.328763326209,-68.2120716537905,-30.8546540501162,-33.7339890569111,-68.2160787277066,-72.728399843598,-14.9309069279383,NA,-39.9158436261142,-84.127626741987,139.293969178336,-93.0606341306728,25.3185538187505,-7.73680110911344,1.72401940962412,109.795699451137,-27.1664632311919,-15.6474668132389,22.9395348912368,-79.6217046051495,204.78857695991,-5.01553365521867,-110.75346056497,46.9229151875166,NA,714.044124095007,-33.4635079114345,62.5463325978925,-54.2990997701038,-2.20958155117632,-41.7738297165224,20.3002268201817,-110.435778906367,-41.8338977747256,-90.8421617529463,-57.2010652046323,16.3630788500108,-8.68411384313706,-24.2374432544806,-9.19120316808186,35.013209697902,-2.64049440166897,647.666542682145,NA,NA,NA,NA
"208","moderate",-49.8905850410904,-19.1949812722366,-60.34427573864,-103.542929500009,-20.5108056259772,-41.7127438956508,-65.6739736072405,129.987089254494,-32.2692613068897,-99.9554324008241,-195.3809672722,17.8895067619986,-60.9581670028786,-72.969916437533,-92.0109561759848,-60.215272769611,-77.6929823994922,49.733000508764,-1.98573551532114,64.2981341722883,-30.8684716080748,-2.8054325028753,NA,-26.2068859585581,-53.1084332868092,-39.3887496952977,-48.3035578700032,-165.3093905376,28.1016402504203,-71.8365594498654,-229.149105663345,NA,-71.1527314172011,40.6879313342946,-66.7740871486871,-63.0543341601282,-5.61080376898517,-67.0636151133191,-64.4604012726145,-60.2462730526775,-43.2457938262537,-15.9277980548152,NA,181.284206787507,-116.284801109784,-52.3795437111678,-106.570926883901,-124.938459991326,-10.6176350997174,13.0353821269712,5.33857812118267,-15.4588253894925,-89.3765630407194,17.1191704862854,86.6631642969285,-86.5901918587845,-11.8035844562773,-88.5661341682546,-48.8926370927278,NA,604.318810667066,-63.6605729515771,-16.7152017675452,-67.1629673491307,-40.7463625399299,-53.2812360753807,45.1640056673923,-76.049303643471,47.2964609570859,-47.2838731621537,-35.2285197554148,-62.4245411432921,-36.1123523140848,-17.7148359607493,26.6684696596879,-41.5337475111061,-23.3049067792886,NA,NA,NA,NA,NA
"209","tic",-31.9400267633912,8.09531700109206,-78.5385509924491,-91.0402466991276,-14.3083691430969,27.2389537938096,-96.1577861216739,161.88797238535,10.8350106722867,-105.805063628046,-152.147733987993,-27.1941940234323,-23.9706967396979,-12.1602745120112,-91.160871121491,53.9674910544663,-26.7950811202772,-43.2228125304187,25.0255534881239,2.6217415895286,-21.3772571058714,-58.1933577326663,NA,-57.0512322167917,-46.8459190029579,8.26185777046497,11.8381069388349,-124.562957283041,17.832692458942,-17.8825609702618,-194.900993886521,NA,-32.508602465732,203.342707028961,29.0002969754726,-37.3973706177293,389.637611375008,-27.3024137843154,31.6976139970148,25.2914698535361,-42.5990513479341,52.5683158537809,NA,122.284143770481,-49.0883331500378,-137.787652599288,-93.6830609423656,39.6328072712695,6.48340738853755,266.396178730287,144.659979783625,-27.3433726916168,-68.2151927563687,43.1446259924747,-48.942921830669,-74.6167308354167,54.681479045046,-35.8002921641492,-81.1231967424223,NA,-14.2745475480079,-16.4142416513988,8.36171618925191,-17.583132875347,-72.8253863039879,-80.8969781268079,49.084282108379,-120.782397722091,-56.6164874576785,15.7682660993556,132.055798433063,-53.9400161516634,26.1729457745999,-40.3680950779134,167.093878624976,-27.350050999846,-17.9743913072641,248.434832184661,NA,NA,NA,NA
"210","symptoms",-30.8905850410904,290.805018727763,-44.34427573864,-100.542929500009,-70.5108056259772,-121.712743895651,30.3260263927595,22.9870892544941,-65.2692613068897,-129.955432400824,-136.3809672722,-46.1104932380013,-107.958167002879,6.03008356246702,-122.010956175985,-73.215272769611,-90.6929823994922,-6.26699949123601,48.0142644846789,10.2981341722884,-29.8684716080748,67.1945674971247,NA,-25.2068859585581,-107.108433286809,-39.3887496952977,-88.3035578700032,-163.3093905376,28.1016402504203,-39.8365594498654,151.850894336655,NA,55.8472685827989,-111.312068665705,-35.7740871486871,-43.0543341601282,-104.610803768985,-26.0636151133191,-32.4604012726145,-122.246273052677,26.7542061737463,5.07220194518484,NA,-18.7157932124934,-161.284801109784,-12.3795437111678,-122.570926883901,-93.9384599913257,-3.61763509971739,-63.9646178730288,36.3385781211827,-12.4588253894925,129.623436959281,-14.8808295137146,-18.3368357030715,-20.5901918587845,28.1964155437227,-81.5661341682546,-0.892637092727825,NA,-6.68118933293408,-32.6605729515771,-16.7152017675452,-19.1629673491307,5.25363746007009,NA,60.1640056673923,-95.049303643471,67.2964609570859,332.716126837846,-58.2285197554148,-31.4245411432921,-20.1123523140848,0.285164039250662,1.6684696596879,-48.5337475111061,-23.3049067792886,322.59338467208,NA,NA,NA,NA
"211","may",24.0599732366088,-1.90468299890794,-78.5385509924491,-72.0402466991276,-24.3083691430969,-107.76104620619,23.8422138783261,-16.1120276146501,-8.16498932771325,-74.8050636280455,-183.147733987993,-26.1941940234323,-7.97069673969789,1.83972548798879,125.839128878509,-75.0325089455337,-61.7950811202772,-20.2228125304187,-30.9744465118761,-32.3782584104714,-13.3772571058714,1.80664226733373,NA,-88.0512322167917,-53.8459190029579,23.261857770465,19.8381069388349,-117.562957283041,17.832692458942,-1.88256097026182,-90.9009938865212,NA,56.491397534268,-4.65729297103943,29.0002969754726,-41.3973706177293,7.63761137500824,-9.30241378431542,-46.3023860029852,-73.7085301464639,-12.5990513479341,8.56831585378086,NA,-47.7158562295195,-58.0883331500378,62.2123474007122,-53.6830609423657,-148.36719272873,18.4834073885376,-63.6038212697126,18.6599797836251,-24.3433726916168,-68.2151927563687,-12.8553740075253,205.057078169331,-43.6167308354167,-4.31852095495401,-35.8002921641492,710.876803257578,NA,3.72545245199211,-16.4142416513988,424.361716189252,23.416867124653,-48.8253863039879,-56.8969781268079,34.084282108379,-160.782397722091,-116.616487457679,85.7682660993556,211.055798433063,-84.9400161516634,-21.8270542254001,-8.36809507791339,264.093878624976,-50.350050999846,-35.9743913072641,71.4348321846611,NA,NA,NA,NA
"212","be",-1.14991510785132,207.553376655758,-56.5774060432109,-60.9397101389514,10.9321181534792,12.6292933317017,56.1454513754395,48.468149011521,-10.344134931878,-112.77498987349,-174.501087331151,-4.61093418051846,-51.7732026870618,40.8016538730931,-73.7908541105922,-5.59595618071821,20.5844991355658,-27.6139751382552,72.6278112888129,60.8864630729766,-14.0790142054307,-20.0709427786245,NA,-20.4201014684384,-59.1934161461877,-13.4080207363825,4.66643990060255,-101.813670632129,18.9789029006463,-7.09176127434111,17.5486284688436,NA,11.8202233245619,-55.3263378321062,-34.8448261996955,-62.4659779092495,-74.5127055961931,-13.7501735185147,-42.8707829490594,-56.2009815652212,7.53029714772986,-25.9324613644999,NA,-45.5158688329247,-54.0490395580886,305.130725623088,-150.305487754059,7.94706072378854,15.7036158861885,-34.9316619490494,53.5242601161136,-13.5202821520416,-57.7829186994986,-39.6502829062875,-94.2641390561884,-66.0220386307432,-17.6215082546894,-71.8471237633282,-66.1693086723612,NA,41.4067808089774,-48.3649753913631,2.17709978061134,-5.86716598059026,33.5588089432005,NA,62.8683373965764,-132.129016537815,128.600922859369,-77.6213060483426,95.312662070759,14.7568888466623,29.0300053923368,-10.4987469013462,1.37896041803326,-31.713311697594,-10.3082882128591,263.203121687177,NA,NA,NA,NA
"213","considered",-22.4708083521701,741.888899418432,7.73343436288361,-111.744002620361,269.008219780871,82.5065770285651,-50.2804486014672,40.8267360021518,-86.9109700985602,102.984420090064,1668.32573941412,-30.277012923829,-22.3531551081509,-45.8937732077417,-124.750990197782,616.911621700758,417.547857088822,28.5153257244371,-44.1902511166991,-38.2313087946077,-19.4649574089561,-48.0502624109589,NA,-97.4691474552647,0.586560999650332,-42.0489926816028,-81.9602237935384,-177.807963839423,1.80921936701163,-37.4181588417068,365.951649625925,NA,-93.8103829977888,-17.9739789435718,-36.083840798351,-88.9171195770878,-101.310169826583,-64.1680956449206,38.6763926195338,-140.261370215163,16.4955091824185,-47.9262436182536,NA,-123.115768005683,-137.363388293682,-78.2163001559199,86.6739267394844,705.433033103636,-43.0580520950194,-94.3089365143553,538.610017456206,-39.1050064686428,-79.2411111544597,-113.29101171619,-98.6944012520325,130.220423731868,-11.1976098568066,336.527529030103,-104.80041323285,NA,-10.0438460469046,-48.7591054716484,-4.34596895026409,-77.5949011386442,245.485246965693,-55.0349392548098,252.595895090998,-147.356066012023,-153.138359677008,-80.5047288667574,-90.7422470308061,-60.8183511399436,-25.8264715495587,-20.4535323138837,343.098306073573,110.19277388439,-36.6371129680984,546.056805667048,NA,NA,NA,NA
"214","inconsequential,",-27.2114782854092,-124.859458509563,3.96656466745452,-134.347221981418,17.5652960014143,552.164539801213,99.9001264158528,15.3456762451249,39.1639035264281,-85.1960224372699,-173.554140526933,-18.7765719813119,46.4618805760323,-80.6653435183678,-141.971092263175,-31.7076948881348,-69.7296244462361,172.862301371456,-56.8037979208332,15.180362304704,-37.2544148116002,-9.78475213520974,NA,-8.25593194538442,10.6715438590288,-145.029721640518,113.069778435856,-230.303683744894,-12.0680432832144,1.83704298276888,49.2539154937361,NA,NA,406.040290222829,286.986898252657,-82.5054758279665,880.591732000625,-74.4815372397251,80.0867742959786,540.693338297381,-34.280581791565,-6.9215803085688,NA,113.684307614748,-158.599149845377,-105.726569490176,-117.591512390358,-177.452487611478,-39.3793030809253,3.65810756166523,NA,-29.0435497060938,77.1652445043194,-112.521558323617,104.232902101084,-98.347729496173,-73.3796860583945,-17.1914813748232,-55.5237416532167,NA,-6.13181618881599,-33.0547030318624,-31.2382704984207,-125.890702507185,-60.8199245174371,-92.2960487930972,-93.1084366381865,-95.2763531176792,385.557178420709,139.832704019431,555.71657114302,-76.999781129898,-42.9688292559803,55.3303786267131,103.387815315227,4.37233807087776,-40.6337315345279,798.447068651951,NA,NA,NA,NA
