"","word","A3QJPB0NZU5PY1","A2RPQGUWVZPX7U","A11KMPAZSE5Q0Q","A1U1QL617G5DU3","ACTW5YEWV9OR0","A1RE0RBV10VAVC","ALE5RDP8XZL3","A35QV79054LGTU","ARGHS9P7FVR3W","A2TG01V56PAL65","A1SYR0UUMZM2VH","A3OQ1JKWS02NMF","ANC446SIU64J6","A14SNQOYGXPZ7K","A1WXZPUAXDE0DQ","AIG6UTA1PWMBE","A1JY8OZHGDL9GR","A911XMMVXT7IU","A39GZHNGT87G5N","A5FJBKJ8K5I6S","A26LA7PUZG0N8S","ARNTOT4L28BBP","A2NJGU26SOMOKV","A2BJ35SLVKCUL7","A3UDP95JGEX3H1","AOZ06WXWI630","A11GA4B4SEYK44","A8L4UTQ8RXDFS","A36TOO4WWGEEPW","A3SWH7DHWHP0BO","AJDL05304W8E","A21TTUZSQ5ZE6C","AK9FN3FCOY9Q2","AEUGCBFJPU0MX","A3TK9CLBA65ZZE","AK7YVYGMIF6T0","A15QI1G4FCMV5E","A7LIT8S8LGRAH","A11AUVZ4MCA7VU","AEX85SLEN727","A1FNEVG87BS5K0","A3T8CCUYDNT61C","AER86HM7LU5G","A1VXGA62J77RO","A1H314LD953G5Q","A1RWNYJA5X25YH","A2DGJ8T7C3HMCQ","A2I2OHYPL49ZAI","A2HS4FQ4DR4GIK","A23PSX2ZO4F65Q","A3NMC1E54BML7K","A14N0AMVXOBZYH","A2LFX0LP92GLCQ","A2MSCP411YP41Q","AZTDJC8RWO5C5","A127R5QI5OGBIK","A2VCTDV17CKH2X","A2AB80GWC0LU0P","A25OW5OQG4B8FR","A2MVFSJBKHUPH9","A2XPQ8KYFKI6FD","ANL7UI5ES4L18","A1LDS7FXQNGLEN","A5E076UK5CA9J","A2JRWVPVWD1KAS","A117RW2F1MNBQ8","A1JBTEJN14MFFA","A21L2ZM379FG7","A2GNS1SQLQNMR2","A1RCM1Y87J0FGW","A3M0KT6KUJEZD1","ACUXGYJAQUZAE","A2TJHKHM8T2SV3","A14WWG6NKBDWGP","A2XKIJJPWTOQ5Z","A2U750ON775R3L","A1IWL4WQTKN1PR","A2L6GS9A2MMQK4","A1W079WCHEQKX6","A38UOBWJF4WFGG","A3S3YW6II31OZV","ACYV5TUADOWEA","A2OIFE4TAQ7AEI","AWZ83IBW10B96","AOTSROWZG1XS1","A2EAIMII6MSIO5","AA8O3Z9L0FSW1","AM7UBKT777C3R","A3NOO9K3CY1YU5","AKEZ83FQITFD8"
"69","pleased",147.835314386734,23.7339488715522,92.2235619409014,3.60987509602992,250.413252733699,90.4620914779773,-58.1977903068601,-70.5170727710698,-14.0487642766431,123.416302068898,-60.0238543200519,36.5371299232693,-19.5134685875032,NA,155.259398503178,NA,-39.4603388978549,NA,17.2207992014304,92.1755182433945,40.8235458299016,-41.1428731113503,6.30027232866968,-60.5162201043788,-20.3251931093451,24.5662191130503,-72.5052252965096,202.143031384018,23.015967099612,9.21092273465252,-18.6084585882937,-29.0085902676958,-34.6285525979652,-62.2200279041526,-24.5980221849526,63.3142704790654,-28.9638026267474,-62.8650427903382,5.53868549177399,18.6748156145006,35.6095322018484,-76.4462873550403,23.8160014786939,-56.8308690153222,32.6107417053469,26.1647045124994,33.2129266347481,-121.00299494663,30.074375545974,-2.22716240653876,-1.71685880464466,-72.1848529018596,22.4991020224355,356.782046067935,-32.8756167478714,80.6264020944735,-99.5787024162079,-10.9203986180585,-23.706838486006,28.9915228013377,-3.1992329319396,-39.4697478268989,-40.4090375509889,-77.7124042500618,-88.4829776567247,-7.2924486835176,29.5809820390927,-37.8675044019299,30.9224381986023,-2.54251697691715,-152.825930076893,56.6920551992371,36.1523481080467,-20.0297303225429,194.420975608852,37.1987847315127,-36.7297981159972,-28.9781991218997,-58.0283486212403,-31.27390472879,35.6407477336909,-19.0183337087149,-30.7320241673786,60.0816522469864,39.5259418583149,-115.713697493178,-23.3340955898127,-198.248830932593,NA,-6.56499055278336
"70","with",242.538754357152,30.8655912093525,79.8138493884907,298.751460328549,261.836949786445,-8.09745742374451,-4.64714956818465,332.455182984101,-20.1298992178404,141.296986980031,-39.1639757000358,-7.71610384827025,-22.7390280846934,NA,269.254514031002,NA,-46.4216814467928,NA,-2.34328115870929,8.59266176371662,-5.85644140029149,-48.0889392464725,293.867924751357,-1.19474438615629,-29.9309708510446,118.457811702068,-49.3635021610145,315.875670500597,118.970820613494,31.1559707560837,-13.8489647767789,-149.887123478654,-50.9816328230765,-52.1061391354446,7.79327465842522,13.0073568008697,-30.1050682313108,-72.5062800620164,-22.7379883277619,80.2763531757458,97.7844804335534,-73.0690474440059,312.459760912095,83.2045573398652,-115.845476484228,81.8880446500175,7.64354720075641,-117.77166145758,27.6037041534068,18.6265816828315,89.3969248741002,-38.6597090204832,-23.6599743466725,249.081520678091,25.9303111617812,173.158879128966,171.890515489233,70.0981521693359,-45.7318144451625,36.8039618215323,104.01205736496,-63.0853326700145,-14.0483168654809,-60.2360513960959,-72.6790200685413,5.41051340655676,-37.0347072472133,-37.2830967738126,-8.65807403066205,538.59095546384,217.698427431604,-54.4309328895454,-27.9552237649224,180.84755745582,64.7396795058369,59.9717571588795,341.126821838065,-18.9747301146573,-22.5846129149308,-14.8384458248636,86.26972489855,-7.98726098526848,-47.2850156350567,-35.9287553508682,59.6276435780397,-93.9193592050043,-66.5892087582744,-317.8192223374,86.6461060379567,6.93175786220014
"71","themselves",83.1318744163163,5.60230653375194,8.63327449331212,-0.531710136489375,107.989555680953,179.021640379699,1.2515689544644,-27.4893285262402,62.0323706645542,12.5356171577648,-70.8837329400679,53.7903636948089,453.712090909687,NA,24.264282975354,NA,-38.498996348917,NA,-22.2151204384299,255.758374723073,11.5035330600946,-114.196806976228,62.7326199059826,-19.8376958226012,3.28058463235435,-84.3253734759677,-95.6469484320047,183.410392267439,-89.9388864142705,-7.73412528677865,-39.3679523998086,3.869942943262,-118.275472372854,-40.3339166728607,67.0106809716695,-16.3788158427389,-43.8225370221839,-233.22380551866,81.8153593113099,100.073278053255,83.4345839701435,-136.823527266075,140.172242045292,-12.8662953705095,-26.933040105078,47.4413643749813,188.78230606874,-38.2343284356797,37.5450469385412,26.919093504091,-12.8306424833895,-45.7099967832359,-11.3418216084565,149.48257145778,-14.681544657524,148.093925059981,42.9520796783516,-32.9389494054528,-2.68186252684958,6.17908378114301,14.5894767711603,107.145837016217,-43.7697582364969,-119.188757104028,75.713064755092,-29.995410773592,-34.8033286746012,-38.4519120300472,14.5029504278666,NA,-221.350287585389,3.81504328801966,-23.7400800189843,NA,-50.8977282881336,-9.57418769585414,28.4135819299405,-36.9816681291422,-47.4720843275497,-97.7093636327163,-74.9882294311682,9.95059356783866,-17.1790326997006,67.092059844841,-13.5757598614098,56.4919642186476,-44.0789824213509,447.321560472214,156.326262917585,8.93826103223313
"72","for",410.439901013957,63.2428053219526,81.0106118710204,5.79865540605566,5.3115154706938,92.3826929423482,-34.4636026552928,12.1126015691574,37.8430558017605,-77.0761180495916,-14.5440161600305,-3.46718177211677,-31.1475479170901,NA,197.919552540276,NA,-7.40879562977213,NA,7.8020253879108,10.0650429371573,-11.0831038103558,-28.7376279581799,149.723808892252,-34.7542524800821,-39.7995634316111,78.0883425650743,-62.9829277825161,211.119883539456,-16.0442282152113,30.4709867632274,19.7375331603928,-84.1799678823062,-76.4326595647803,16.2651571207914,-4.40962639378215,-27.0949477585289,-30.4854900994986,-66.7200258192424,76.1697870657261,27.1435323628275,398.509463177455,108.390032526339,80.0076807232293,-27.4503005417391,-18.6642158807532,38.1291580291902,-53.2129126105742,-27.027883627897,88.4468136892178,22.2444963792882,-6.89848056631818,-59.4846610600245,27.6203335302915,208.514678881476,-31.801046201668,167.336371473797,28.0469214577127,20.104335765134,-47.7401397648813,55.4081081615972,108.41582079726,27.376139048947,134.071923363022,-28.4106004447739,-67.0777008724802,-17.3551658967518,-22.2399370093153,39.5783724355599,154.148421892917,219.968779610759,123.206546601103,7.19473774752707,23.6755856107546,NA,-28.487419195168,54.2294146346685,-44.2543048439142,-15.9735737789098,-21.1033676794943,-21.0266261902215,-30.1872827131636,-22.9769034107863,-6.80267945761609,24.7344421165136,51.6615441512813,-40.3212464422796,25.6590868522383,-171.676019472335,-21.3005867753146,-25.569325999472
"73","being",198.637607700346,11.4883770967524,30.6170869059609,28.7042652510428,76.3623841021964,41.4223922101628,-24.8306964810765,-71.2022356009562,-68.1028542374413,15.6700920096531,-13.7839352400412,92.0349740755763,-74.3305082522967,NA,266.589475521727,NA,-64.4345672638135,NA,-9.48858770532939,15.1202805902759,-0.629778990227135,-66.4402505347651,78.012040610461,52.3647637077696,-27.0623782704781,-12.1727191609377,-83.7440765395129,162.631457461737,-35.0141305577997,-30.15904525106,1.56453728604952,-173.594279075001,-105.530606081373,-88.4774353916806,-11.0038242893674,3.10966136026824,-29.724646363123,-48.2925343047903,17.35423627875,22.4091739886641,337.059497689652,-53.5281274143507,90.9118411009616,25.8594152214694,2.97326291229688,79.6469312708448,-60.499992987913,17.4845607127365,47.7605946175959,25.0086669863747,15.6923303145186,-97.834756980942,15.0597177763635,2.64836247470574,-86.3383314747697,138.981386784135,27.7341095207524,21.0919685735378,253.276510874556,34.1998154814674,-9.39170606733956,1.45319561102405,-48.1685570939835,-95.0615023474179,27.7196607353976,-17.8238072901347,4.1705225148887,65.855434016815,76.5354300457594,19.2131313169207,6.19030826210502,-5.05660352661791,14.4139668594006,NA,8.96677820684181,9.71409968309059,-21.4920514799557,-5.97588645040476,38.9341418496327,-94.6502654595057,-57.2732674897363,-8.99761855975062,-45.7673518124974,-35.59195281825,-9.4062569952019,-83.517471967729,-30.8375043687872,-102.962425202464,146.592798851228,-24.5671582761277
"74","so",222.341047670763,46.6200194345527,27.2073743535502,10.8458504835621,397.786081154943,112.862843308441,182.719944257599,-54.2299798457858,-34.1839891786385,-29.449223079214,-10.9240566200251,-6.21825969596329,-48.5560677494869,NA,286.584591049551,NA,-25.3959098127514,NA,-10.0526680654691,99.537424110598,-66.3097662204202,-40.3863166698873,117.579693033148,-68.313760574008,-40.6681560121776,-8.28112657191973,-44.6023534040177,197.364096578316,-35.0592770439172,82.7860027703711,-11.6759689024356,-142.472812285959,38.1163136935159,-29.3635466229726,-19.6125274459895,-17.1972523179275,-62.8659119676865,-0.93377157646846,68.0775624592141,27.0107115499093,279.234445921357,-54.1508875033163,177.555600534363,-26.1051584233433,47.5170447227218,57.3702714083629,-84.0693724219047,53.7158942017862,45.2899232250287,15.862411075745,6.80611399326344,-54.3096130995657,8.90064140725548,248.947837084861,-74.5324035651171,101.513863818628,44.2033274261929,7.1105193609321,NA,58.0122545016621,34.8195842295605,41.8376107679084,-55.8078364084756,16.4148505065481,-49.4763816764191,5.87915479993967,-78.4451667714173,26.4398416449323,-27.0450821835049,48.3466037576774,19.7146657706016,26.8204083845996,106.306394986432,215.432415974728,158.285482103827,72.4870721104574,-49.6354315258934,51.0275825568377,27.3778775559421,-22.2148065555794,-36.6442903248772,2.03345416369581,-32.3203432801754,-54.6023604161046,-54.3045552754771,-60.7231336795549,-74.0926175372489,264.467183392729,NA,-41.0704098611442
"75","successful",250.131874416316,8.60230653375194,47.6332744933121,118.468289863511,81.9895556809528,59.021640379699,165.251568954464,-29.4893285262402,-7.96762933544585,-33.4643828422352,-65.8837329400679,-23.2096363051911,-66.287909090313,NA,144.264282975354,NA,-74.498996348917,NA,-10.2151204384299,31.7583747230724,1.50353306009463,-83.1968069762281,71.7326199059826,-149.837695822601,-12.7194153676456,-53.3253734759677,704.353051567995,-80.5896077325605,-17.9388864142705,10.2658747132214,8.6320476001914,11.869942943262,-148.275472372854,-56.3339166728607,-20.9893190283305,3.62118415726107,-42.8225370221839,130.77619448134,-43.1846406886901,37.0732780532554,53.4345839701435,-48.8235272660746,78.1722420452923,-4.86629537050947,2036.06695989492,15.4413643749813,-37.2176939312602,-174.23432843568,13.5450469385412,6.91909350409099,-22.8306424833895,-55.7099967832359,48.6581783915435,-67.5174285422205,-108.681544657524,128.093925059981,26.9520796783516,-76.9389494054528,NA,-9.82091621885699,14.5894767711603,88.1458370162168,-26.7697582364969,-76.1887571040277,-53.286935244908,-18.995410773592,-37.8033286746012,-18.4519120300472,-25.4970495721334,8.32401058232609,-176.350287585389,44.8150432880197,-39.7400800189843,163.092981899095,89.1022717118665,7.42581230414586,-62.5864180700595,-20.9816681291422,62.5279156724503,-93.7093636327163,-54.9882294311682,1.95059356783866,-74.1790326997005,-94.907940155159,-45.5757598614098,164.491964218648,35.9210175786491,-233.678439527786,-108.673737082415,-38.0617389677669
"76","and",210.439901013957,76.2428053219526,89.0106118710204,183.798655406056,173.311515470694,122.382692942348,480.536397344707,28.1126015691574,47.8430558017605,125.923881950408,-24.5440161600305,-7.46718177211677,-34.1475479170901,NA,183.919552540276,NA,-23.4087956297721,NA,-2.1979746120892,-21.9349570628427,0.916896189644161,-43.7376279581799,60.7238088922524,-64.7542524800821,-29.7995634316111,31.0883425650743,17.0170722174839,-38.8801164605437,53.9557717847887,-55.5290132367726,3.73753316039277,-110.179967882306,-126.43265956478,-16.7348428792086,0.590373606217847,-7.09494775852889,-31.4854900994986,41.2799741807576,61.1697870657261,27.1435323628275,-11.490536822545,63.3900325263389,127.007680723229,-3.45030054173907,422.335784119247,70.1291580291902,202.787087389426,-115.027883627897,56.4468136892178,12.2444963792882,33.1015194336818,-67.4846610600245,147.620333530292,158.514678881476,-62.801046201668,97.3363714737967,28.0469214577127,33.104335765134,NA,8.40810816159719,15.4158207972605,55.376139048947,-20.9280766369782,-63.4106004447739,-8.0777008724802,-16.3551658967518,-19.2399370093153,19.5783724355599,18.1484218929165,4.96877961075853,501.206546601103,35.1947377475271,23.6755856107546,NA,114.512580804832,61.2294146346685,-30.2543048439142,-14.9735737789098,9.89663232050567,-87.0266261902215,9.8127172868364,0.0230965892136623,-54.8026794576161,14.7344421165136,83.6615441512813,27.6787535577204,9.65908685223833,200.323980527665,-117.300586775315,-25.569325999472
"77","well",271.538754357152,26.8655912093525,151.813849388491,-14.2485396714508,204.836949786445,121.902542576255,823.352850431815,245.455182984101,-60.1298992178404,94.2969869800307,-29.1639757000358,-11.7161038482702,-41.7390280846934,NA,256.254514031002,NA,-63.4216814467928,NA,18.6567188412907,472.592661763717,-2.85644140029149,-79.0889392464725,61.8679247513567,48.8052556138437,-21.9309708510446,NA,-33.3635021610145,-109.124329499403,22.9708206134945,9.15597075608369,2.15103522322114,-109.887123478654,-20.9816328230765,-4.10613913544459,-6.20672534157478,-6.99264319913032,-46.1050682313108,-55.5062800620164,55.2620116722381,24.2763531757458,7.78448043355339,6.9309525559941,249.459760912095,107.204557339865,165.154523515772,66.8880446500175,-24.3564527992436,562.22833854242,76.6037041534069,-1.37341831716851,39.3969248741002,-34.6597090204832,NA,-14.918479321909,-67.0696888382188,103.158879128966,27.8905154892326,28.0981521693359,-122.731814445162,21.8039618215323,-5.98794263503954,-50.0853326700145,-38.0483168654809,-88.2360513960959,-19.6790200685413,-17.5894865934432,-14.0347072472133,2.71690322618742,15.341925969338,29.5909554638396,-126.301572568396,9.56906711045458,35.0447762350776,NA,20.7396795058369,27.9717571588795,-59.8731781619349,-19.9747301146573,-69.5846129149308,31.1615541751364,-33.73027510145,-22.9872609852685,-19.2850156350567,-61.9287553508682,-3.37235642196031,73.0806407949957,29.4107912417256,-40.8192223373995,-114.353893962043,-26.0682421377999
"78","off",212.439901013957,60.2428053219526,73.0106118710204,-4.20134459394435,171.311515470694,192.382692942348,44.5363973447072,-71.8873984308426,37.8430558017605,-30.0761180495916,-39.5440161600305,-28.4671817721168,-23.1475479170901,NA,188.919552540276,NA,-57.4087956297721,NA,-3.1979746120892,130.065042937157,-29.0831038103558,-28.7376279581799,165.723808892252,5.24574751991787,-13.7995634316111,1223.08834256507,-46.9829277825161,105.119883539456,49.9557717847887,33.4709867632274,2.73753316039277,-97.1799678823062,-66.4326595647803,111.265157120791,-22.4096263937822,-27.0949477585289,-62.4854900994987,-78.7200258192424,30.1697870657261,50.1435323628275,148.509463177455,-11.6099674736611,221.007680723229,84.5496994582609,174.335784119247,102.12915802919,-86.2129126105742,94.972116372103,48.4468136892178,-17.7555036207118,-6.89848056631818,-55.4846610600245,347.620333530291,-25.4853211185238,-31.801046201668,147.336371473797,28.0469214577127,21.104335765134,61.2598602351187,-7.59189183840281,-0.584179202739516,-38.623860951053,-20.9280766369782,-57.4106004447739,-44.0777008724802,-17.3551658967518,-12.2399370093153,-40.4216275644402,-29.8515781070835,19.9687796107585,-25.7934533988973,28.1947377475271,54.6755856107546,23.1399867152737,35.512580804832,54.2294146346685,-49.2543048439142,16.0264262210902,-20.1033676794943,-2.02662619022149,-30.1872827131636,1.02309658921366,57.1973205423839,-48.2655578834864,-43.3384558487187,-18.3212464422796,-6.34091314776167,-150.676019472335,-6.30058677531465,-25.569325999472
"79","was",244.439901013957,544.242805321953,81.0106118710204,2.79865540605566,151.311515470694,72.3826929423482,130.536397344707,34.1126015691574,7.84305580176054,-30.0761180495916,-23.5440161600305,12.5328182278832,-18.1475479170901,NA,157.919552540276,NA,-49.4087956297721,NA,-22.1979746120892,74.0650429371573,-18.0831038103558,-59.7376279581799,117.723808892252,65.2457475199179,4.20043656838893,-12.9116574349257,-61.9829277825161,1.11988353945626,3.95577178478865,-56.5290132367726,4.73753316039277,-123.179967882306,-116.43265956478,303.265157120792,-41.4096263937822,22.9050522414711,-46.4854900994987,-17.7200258192424,45.1697870657261,18.1435323628275,-31.490536822545,255.390032526339,284.007680723229,172.549699458261,141.335784119247,38.1291580291902,106.787087389426,179.972116372103,48.4468136892178,-7.75550362071176,33.1015194336818,-49.4846610600245,127.620333530291,74.5146788814762,-62.801046201668,57.3363714737967,12.0469214577127,103.104335765134,-94.7401397648813,8.40810816159719,14.4158207972605,-37.623860951053,-36.9280766369782,6.5893995552261,-66.0777008724802,-16.3551658967518,21.7600629906847,-40.4216275644402,34.1484218929165,25.9687796107585,-133.793453398897,-27.8052622524729,-7.32441438924539,262.139986715274,28.512580804832,22.2294146346685,-9.25430484391418,-15.9735737789098,9.89663232050567,-0.0266261902214915,-30.1872827131636,1.02309658921366,0.197320542383914,-43.2655578834864,-28.3384558487187,39.6787535577204,9.65908685223833,21.3239805276648,-86.3005867753147,-40.569325999472
"80","known",236.637607700346,38.4883770967524,70.6170869059609,-8.29573474895721,76.3623841021964,851.422392210163,-190.830696481076,-76.2022356009562,-38.1028542374413,-15.3299079903469,-66.7839352400412,-25.9650259244237,-18.3305082522967,NA,118.589475521727,NA,-70.4345672638135,NA,-22.4885877053294,55.1202805902759,-5.62977899022713,-50.4402505347651,102.012040610461,-57.6352362922304,-12.0623782704781,127.827280839062,-68.7440765395129,-124.368542538263,-32.0141305577997,-50.15904525106,32.5645372860495,-100.594279075001,-115.530606081373,80.5225646083194,-11.0038242893674,-6.89033863973176,-61.724646363123,-81.2925343047903,-13.64576372125,29.4091739886641,287.059497689652,-28.5281274143507,215.911841100962,201.859415221469,90.9732629122969,31.6469312708448,71.500007012087,73.4845607127365,37.7605946175959,55.0086669863747,5.69233031451858,-34.834756980942,65.0597177763635,70.6483624747057,-40.3383314747697,78.9813867841351,11.7341095207524,81.0919685735377,-42.7234891254437,-12.8001845185326,5.60829393266044,-23.546804388976,-42.1685570939835,-8.06150234741785,-31.2803392646024,-6.82380729013469,32.1705225148887,75.855434016815,12.5354300457594,-0.786868683079305,-38.809691737895,-13.0566035266179,92.4139668594006,23.5551281963654,-5.03322179315819,73.7140996830906,218.507948520044,10.0241135495952,-8.0658581503673,24.3497345404943,-17.2732674897363,-8.99761855975062,NA,-39.59195281825,100.593743004798,-47.517471967729,97.1624956312128,-63.9624252024639,27.592798851228,-24.5671582761277
"81","to",153.341047670763,95.6200194345527,50.2073743535502,32.8458504835621,203.786081154943,82.862843308441,-82.280055742401,-183.229979845786,-54.1839891786385,-44.449223079214,-6.9240566200251,-15.2182596959633,-15.5560677494869,NA,74.5845910495508,NA,-60.3959098127514,NA,-14.0526680654691,3.53742411059802,75.6902337795798,-25.3863166698873,45.5796930331481,61.686239425992,-25.6681560121776,83.7188734280803,-44.6023534040177,-111.635903421684,-38.0592770439172,17.7860027703711,-10.6759689024356,-71.4728122859588,-121.883686306484,211.636453377027,-23.6125274459895,12.8027476820725,-30.8659119676865,-70.9337715764685,67.0775624592141,12.0107115499093,-30.7655540786433,111.849112496684,191.555600534363,93.8948415766567,38.5170447227218,105.370271408363,142.930627578095,86.7158942017862,-2.71007677497127,15.862411075745,-43.1938860067366,-29.3096130995657,8.90064140725548,-25.0521629151385,3.46759643488287,161.513863818628,28.2033274261929,12.1105193609321,12.2515349153999,11.0122545016621,50.8195842295605,958.837610767908,-8.80783640847556,-12.5851494934519,3.52361832358091,-17.1208452000603,-47.4451667714174,46.4398416449323,20.9549178164951,4.34660375767745,-90.2853342293985,-44.1795916154004,122.306394986432,189.432415974728,99.285482103827,40.4870721104574,-20.6354315258934,-12.9724174431623,-50.6221224440579,-10.2148065555794,53.3557096751228,-5.9665458363042,45.6796567198246,-45.6023604161046,42.6954447245229,-22.7231336795549,53.9073824627511,-45.5328166072708,NA,5.92959013885581
"82","the",240.439901013957,213.242805321953,74.0106118710204,282.798655406056,309.311515470694,42.3826929423482,-140.463602655293,-219.887398430843,-52.1569441982395,16.9238819504084,-35.5440161600305,-40.4671817721168,-20.1475479170901,NA,111.919552540276,NA,-55.4087956297721,NA,-13.1979746120892,170.065042937157,29.9168961896442,-59.7376279581799,61.7238088922524,35.2457475199179,3.20043656838893,61.0883425650743,-62.9829277825161,213.119883539456,-23.0442282152113,-6.52901323677259,19.7375331603928,-110.179967882306,-96.4326595647803,14.2651571207914,-10.4096263937822,12.9050522414711,353.514509900501,-45.7200258192424,13.1697870657261,34.1435323628275,-31.490536822545,96.3900325263389,221.007680723229,148.549699458261,-82.6642158807532,70.1291580291902,104.787087389426,-83.027883627897,48.4468136892178,22.2444963792882,-16.8984805663182,-68.4846610600245,327.620333530291,-50.4853211185238,-46.801046201668,57.3363714737967,28.0469214577127,-32.895664234866,108.259860235119,40.4081081615972,77.4158207972605,5.37613904894697,-28.9280766369782,-24.4106004447739,-32.0777008724802,5.64483410324822,-7.23993700931534,339.57837243556,-5.85157810708348,6.96877961075853,386.206546601103,0.19473774752707,39.6755856107546,NA,26.512580804832,31.2294146346685,-52.2543048439142,0.0264262210902224,-6.10336767949433,-102.026626190221,-30.1872827131636,-14.9769034107863,-38.8026794576161,1864.73444211651,116.661544151281,-73.3212464422796,-70.3409131477617,139.323980527665,353.699413224685,-10.569325999472
"83","residents",136.033021073122,79.979520646352,73.8300369758419,-21.4845150589829,6.46412136520153,-20.4982092542082,-107.564884132644,144.168090058817,-89.994674315845,28.1625121281424,-7.26377340006259,-1.96071422903765,-69.6964289227097,NA,22.9293214846286,NA,-60.4861105318963,NA,-15.0698138918098,138.230755896513,-26.7231293499697,-110.845495687936,54.5885040468783,-93.3972039165271,-19.5880079482121,-2.69484261296171,-45.2663740535064,-12.345394693701,-75.9539352429763,-11.4191092796349,-5.78145446263698,-244.422901460391,-63.7264991145576,179.037379583375,-6.19222008053789,-6.4811204021375,-7.20295889037173,-64.4375512758861,-5.27686529520206,47.9404572403371,4.15956671404512,-36.3644472957298,143.720161856426,-19.5211532521137,-57.751779501603,50.682477754154,318.925846257409,42.5094493940035,11.3881564743522,-19.4629917994523,-29.1260479238079,-63.5349488227771,-10.0615137314925,151.915729661165,-88.4129020209731,62.2714174048119,11.1084856468317,50.0672341903453,74.3098121534316,38.7832301212079,49.9932402034604,-56.3926912648218,278.350481992006,-39.3633061527058,6.31438395115311,-18.7610900769005,-27.0085584367032,-1.59044282067474,17.3094463514451,8.70183472924501,-141.84216841589,-25.5592860749079,58.8907293566927,NA,16.8751730108615,24.6834697799348,-11.9675447520387,-33.9805117933947,-60.9908390921132,-36.8975439980742,-81.4452370428818,-13.0390488576792,-32.6966965222599,19.7552573122228,-7.54185928816825,28.0900769813723,-47.8306868108381,1147.46476333728,-72.6204298956867,-22.562822829439
"84","of",1800.34104767076,245.620019434553,98.2073743535502,54.8458504835621,-124.213918845057,172.862843308441,-27.280055742401,-67.2299798457858,-64.1839891786386,2.55077692078602,51.0759433799749,-15.2182596959633,-21.5560677494869,NA,21.5845910495508,NA,-74.3959098127514,NA,-8.0526680654691,187.537424110598,39.6902337795798,-41.3863166698873,69.5796930331481,-68.313760574008,-69.6681560121775,53.7188734280803,227.397646595982,180.364096578316,-34.0592770439172,-3.21399722962887,-11.6759689024356,101.527187714041,768.116313693516,34.6364533770275,-24.6125274459895,-27.1972523179275,-19.8659119676865,-40.9337715764685,36.0775624592141,38.0107115499093,-40.7655540786433,69.8491124966837,160.555600534363,157.894841576657,-48.4829552772782,73.3702714083629,-20.0693724219047,53.7158942017862,14.2899232250287,-4.13758892425501,6.80611399326344,-65.3096130995657,58.9006414072555,35.9478370848615,19.4675964348829,241.513863818628,28.2033274261929,26.1105193609321,231.2515349154,90.0122545016621,65.8195842295605,-52.1623892320916,30.1921635915244,55.4148505065481,-50.4763816764191,16.8791547999397,46.5548332285826,-53.5601583550677,44.9549178164951,24.3466037576775,734.714665770602,13.8204083845996,43.3063949864316,-57.5675840252722,1048.28548210383,64.4870721104574,-34.6354315258934,3.02758255683771,43.3778775559421,-64.2148065555794,-46.6442903248772,-21.9665458363042,5.67965671982455,-80.6023604161046,-20.3045552754771,191.276866320445,-42.0926175372489,-201.532816607271,NA,21.9295901388558
"85","Bradford,",158.033021073122,4.97952064635203,65.8300369758419,28.5154849410171,848.464121365202,89.5017907457918,-152.564884132644,157.168090058817,190.005325684155,-33.8374878718576,-34.2637734000626,-24.9607142290376,-44.6964289227097,NA,27.9293214846286,NA,-68.4861105318963,NA,-18.0698138918098,97.2307558965131,79.2768706500303,-79.8454956879355,22.5885040468783,-43.3972039165271,2.41199205178786,-17.6948426129617,2.73362594649363,88.654605306299,10.0460647570237,-11.4191092796349,10.218545537363,NA,-63.7264991145576,-26.9626204166247,2.80777991946211,73.5188795978625,3.79704110962827,-5.43755127588609,-5.27686529520206,11.9404572403371,-25.8404332859549,209.63555270427,190.720161856426,124.478846747886,182.248220498397,114.682477754154,-69.0741537425907,75.5094493940035,18.3881564743522,-19.4629917994523,-39.1260479238079,153.465051177223,19.9384862685075,121.915729661165,-57.4129020209731,2.27141740481191,11.1084856468317,165.067234190345,NA,101.783230121208,222.99324020346,-65.3926912648218,-73.6495180079942,295.636693847294,92.3143839511531,15.2389099230995,6.99144156329679,-1.59044282067474,401.309446351445,41.701834729245,76.1578315841096,-12.5592860749079,136.890729356693,166.385411158549,-8.12482698913849,112.683469779935,-29.9675447520387,-49.9805117933947,-13.9908390921132,-96.8975439980742,-71.4452370428818,-38.0390488576792,118.30330347774,-90.2447426877772,504.458140711832,-121.909923018628,64.1693131891619,7.46476333727869,-97.6204298956867,-5.56282282943903
